Location	LatLong	Curvature	Stop	Mode	Notes
Canberra	"-35.355434, 149.066050"	0.3	2	0	
Sydney	"-33.939914, 151.175287"	0.1	2	1	
Dubai	"25.214891, 55.271035"	0.1	1	1	
Rome	"41.902832, 12.496852"	0.4	0	0	
Canneto	"42.186345, 12.737079"	0.3	0	0	
Rocca Sinibalda	"42.274062, 12.925483"	0.3	1	0	
Canneto	"42.186345, 12.737079"	0.3	3	0	
Fara in Sabina	"42.209303, 12.729728"	0.3	1	0	
Canneto	"42.186345, 12.737079"	0.2	3	0	
Appian Way	"41.860808, 12.508740"	0.3	1	0	Also visited Catacombs
Canneto	"42.186345, 12.737079"	0.3	3	0	
Hadrian's Villa	"41.942785, 12.774399"	0.3	1	0	
Canneto	"42.186345, 12.737079"	-0.5	3	0	
Montone	"43.363540, 12.326142"	0.2	0	0	
Gubbio	"43.350989, 12.575865"	0.2	1	0	
Montone	"43.363540, 12.326142"	0.3	3	0	
Citta di Castello	"43.472206, 12.231776"	-0.3	1	0	
Arezzo	"43.464690, 11.878480"	0.3	1	0	
Cortona	"43.274791, 11.987806"	0.3	1	0	
Montone	"43.363540, 12.326142"	0.2	3	0	
Assisi	"43.070848, 12.620746"	0.4	1	0	
Spoleto	"42.741265, 12.733525"	0.3	1	0	
Spelo	"42.990091, 12.670231"	0.3	1	0	
Montone	"43.363540, 12.326142"	0.3	3	0	
Perugia	"43.112027, 12.369872"	0.3	1	0	
Montone	"43.363540, 12.326142"	0.2	3	0	
Frasassi Caves	"43.403048, 12.963413"	0.25	1	0	
Montone	"43.363540, 12.326142"	0.3	3	0	
Radda in Chianti	"43.486585, 11.370314"	0.2	1	0	
Greve in Chianti	"43.584959, 11.318644"	0.3	1	0	
Strada in Chianti	"43.661009, 11.293238"	0.2	1	0	
Cortona	"43.274791, 11.987806"	-0.3	1	0	
Montone	"43.363540, 12.326142"	0.3	3	0	
Montepulciano	"43.099971, 11.784137"	0.4	1	0	
Soriano nel Cimino	"42.427985, 12.230166"	0.3	0	0	
Bolsena	"42.644533, 11.988466"	0.3	1	0	
Orvieto	"42.720248, 12.110689"	0.3	1	0	
Soriano nel Cimino	"42.427985, 12.230166"	0.2	3	0	
Tarquinia	"42.256442, 11.749514"	0.2	1	0	
Soriano nel Cimino	"42.427985, 12.230166"	0.3	3	0	
Civita di Bagnoregio	"42.627758, 12.113794"	0.3	1	0	
Soriano nel Cimino	"42.427985, 12.230166"	0.2	3	0	
Ostia Antica	"41.757449, 12.298830"	0.2	1	0	
Soriano Nel Cimino	"42.427985, 12.230166"	0.3	3	0	
Rome	"41.902832, 12.496852"	0.1	2	1	
Dubai	"25.214891, 55.271035"	0.1	2	1	
Sydney	"-33.939914, 151.175287"	0.3	2	1	
Canberra	"-35.355434, 149.066050"	0.0	2	0	
